,timestamp,GPU 0
2645,1761707703.7909157,696.075
2646,1761707718.7905762,769.231
2647,1761707733.7907152,730.473
2648,1761707748.7912812,760.133
2649,1761707763.790895,789.28
2650,1761707778.790928,748.329
2651,1761707793.7911458,766.271
2652,1761707808.7909682,764.074
2653,1761707823.7912812,767.167
2654,1761707838.7911742,735.898
2655,1761707853.7913115,761.546
2656,1761707868.7909179,781.373
2657,1761707883.791125,747.332
2658,1761707898.7915533,768.909
2659,1761707913.7909527,781.963
2660,1761707928.7915428,753.564
2661,1761707943.7918265,737.745
2662,1761707958.7909565,762.609
2663,1761707973.7907858,790.389
2664,1761707988.7908394,755.792
2665,1761708003.7905693,758.35
2666,1761708018.7906432,772.511
2667,1761708033.7906172,760.026
2668,1761708048.7908757,742.091
2669,1761708063.7909648,761.958
2670,1761708078.790819,781.714
2671,1761708093.7915778,729.913
2672,1761708108.7908933,765.306
2673,1761708123.7910206,764.903
2674,1761708138.7911603,757.831
2675,1761708153.7909107,746.559
2676,1761708168.7915666,756.503
2677,1761708183.7911909,775.82
2678,1761708198.791255,728.687
2679,1761708213.790635,763.75
2680,1761708228.7912555,777.109
2681,1761708243.7915502,750.974
2682,1761708258.791228,747.653
2683,1761708273.7917378,764.093
2684,1761708288.7913823,761.383
2685,1761708303.7905211,732.403
2686,1761708318.7907703,190.161
2687,1761708333.79051,717.905
2688,1761708348.7910564,800.318
2689,1761708363.7910626,807.185
2690,1761708378.7907376,813.708
2691,1761708393.790535,191.336
2692,1761708408.7916834,188.734
2693,1761708423.7912073,757.387
2694,1761708438.791103,778.773
2695,1761708453.7909982,751.991
2696,1761708468.791308,743.032
2697,1761708483.7913096,761.977
2698,1761708498.7911959,763.815
2699,1761708513.7909071,729.29
2700,1761708528.7907975,763.811
2701,1761708543.7911503,783.458
2702,1761708558.7908206,744.442
2703,1761708573.7913203,752.404
2704,1761708588.7905624,767.628
2705,1761708603.7913601,765.192
2706,1761708618.791565,730.002
2707,1761708633.7908306,761.278
2708,1761708648.7916331,796.339
2709,1761708663.7907867,746.608
2710,1761708678.7915797,760.056
2711,1761708693.7914364,767.81
2712,1761708708.7911487,762.901
2713,1761708723.7909358,739.576
2714,1761708738.7904325,757.574
2715,1761708753.7911181,769.134
2716,1761708768.791166,728.371
2717,1761708783.790714,762.69
2718,1761708798.7912571,786.855
2719,1761708813.7904787,745.492
2720,1761708828.790671,740.986
2721,1761708843.7911756,762.314
2722,1761708858.7907426,770.445
2723,1761708873.7909172,736.124
2724,1761708888.790613,767.21
2725,1761708903.7913015,775.375
2726,1761708918.7907832,741.148
2727,1761708933.7912335,764.313
2728,1761708948.7910724,756.79
2729,1761708963.7910469,761.769
2730,1761708978.7908819,739.072
2731,1761708993.7908988,766.161
2732,1761709008.79124,773.13
2733,1761709023.7912915,193.374
2734,1761709038.7908576,189.316
2735,1761709053.791021,801.539
2736,1761709068.7911425,799.124
2737,1761709083.7913842,815.199
2738,1761709098.7907746,810.821
2739,1761709113.7912157,189.781
2740,1761709128.7914407,188.366
2741,1761709143.7906094,759.313
2742,1761709158.7908328,757.07
2743,1761709173.7910426,764.6
2744,1761709188.791945,746.255
2745,1761709203.7910335,767.966
2746,1761709218.7908344,777.294
2747,1761709233.791661,754.8
2748,1761709248.791141,748.092
2749,1761709263.79055,776.377
2750,1761709278.790829,783.053
2751,1761709293.7904437,731.862
2752,1761709308.7911847,760.358
2753,1761709323.7910023,791.847
2754,1761709338.7914138,741.059
2755,1761709353.7910833,761.078
2756,1761709368.790539,761.205
2757,1761709383.7913275,758.407
2758,1761709398.7909033,748.061
2759,1761709413.7910752,760.37
2760,1761709428.79122,779.766
2761,1761709443.7906013,728.144
2762,1761709458.7910218,758.41
2763,1761709473.7905178,773.537
2764,1761709488.7916932,761.403
2765,1761709503.7907317,740.771
2766,1761709518.7912202,755.242
2767,1761709533.7910216,775.671
2768,1761709548.7912433,728.404
2769,1761709563.791195,761.152
2770,1761709578.7912958,777.065
2771,1761709593.7907574,740.207
2772,1761709608.7910955,752.825
2773,1761709623.7912872,763.081
2774,1761709638.790388,764.794
2775,1761709653.7910292,730.832
2776,1761709668.7903428,766.865
2777,1761709683.7906368,792.56
2778,1761709698.7909913,732.9
2779,1761709713.7916417,746.077
2780,1761709728.790977,766.25
2781,1761709743.7915268,190.783
