,timestamp,GPU 0,GPU 1,GPU 2,GPU 3,GPU 4,GPU 5,GPU 6,GPU 7
11258,1720942610.707781,646.15,639.16,651.39,640.19,641.75,661.71,650.14,642.82
11259,1720942670.822743,634.63,640.16,644.29,635.86,644.37,658.82,648.41,641.02
11260,1720942730.830918,635.11,637.92,638.64,640.02,637.06,658.44,642.22,637.51
11261,1720942790.853514,639.06,641.65,639.82,632.67,641.65,653.8,643.6,640.73
11262,1720942850.857415,635.13,639.32,648.17,636.74,642.33,655.46,641.04,638.3
11263,1720942910.865625,642.05,640.67,653.91,641.43,647.05,663.25,651.46,643.97
11264,1720942941.119212,637.07,636.08,647.65,635.3,642.98,657.35,648.67,634.17
11265,1720943001.269602,638.89,639.94,646.36,637.52,644.34,658.67,643.33,637.79
11266,1720943061.276177,638.5,647.98,641.62,640.58,646.64,664.65,646.39,640.17
11267,1720943121.48596,639.37,638.34,652.69,640.82,644.78,660.44,643.29,637.06
11268,1720943181.489156,648.74,645.07,646.08,647.07,655.75,665.9,650.2,647.46
11269,1720943241.892166,635.18,638.72,640.51,637.75,640.61,659.8,639.62,632.43
11270,1720943271.909806,633.75,632.52,638.59,633.07,638.06,656.4,641.83,636.11
11271,1720943331.913007,631.73,642.14,641.93,639.78,643.05,657.97,639.21,637.25
11272,1720943391.916234,638.25,643.83,644.07,637.97,642.65,659.38,640.02,635.61
11273,1720943451.923805,637.09,642.67,646.45,635.24,643.79,657.8,640.58,643.99
11274,1720943511.934689,638.22,643.67,652.42,640.01,647.53,662.88,643.99,640.78
11275,1720943572.016527,640.76,642.98,645.29,641.58,644.41,663.34,641.17,635.84
11276,1720943632.024247,634.45,640.34,642.49,634.37,642.8,656.08,635.67,637.21
11277,1720943662.030396,636.97,630.34,643.36,633.96,635.74,658.02,644.55,638.96
11278,1720943722.362156,638.75,639.0,643.71,636.65,640.7,662.13,640.45,638.94
11279,1720943782.369616,638.05,640.79,645.09,638.53,644.23,660.82,649.71,639.97
11280,1720943842.374807,644.2,643.56,637.41,643.85,644.52,665.48,639.55,643.56
11281,1720943902.414403,626.61,626.57,634.91,630.41,638.91,650.07,638.6,635.36
11282,1720943962.668134,630.69,634.34,639.67,636.49,643.35,657.33,641.77,634.51
11283,1720944022.684161,642.13,641.05,647.59,637.41,648.41,661.31,644.62,641.81
11284,1720944052.685905,630.55,638.08,641.72,632.51,639.56,654.52,637.65,632.52
11285,1720944112.805548,637.31,640.77,643.53,634.78,642.89,659.22,644.04,636.31
11286,1720944172.832966,636.34,639.49,641.18,627.46,633.16,656.41,639.48,633.23
11287,1720944232.837161,639.14,636.48,633.39,639.27,645.08,656.84,644.18,636.05
11288,1720944292.914351,646.63,641.88,645.61,642.62,650.11,666.28,646.74,636.76
11289,1720944352.927549,636.46,631.56,650.09,633.78,640.6,653.73,643.75,634.9
11290,1720944413.348533,629.04,633.99,637.81,634.7,639.19,655.89,645.4,640.9
11291,1720944473.356894,634.3,636.55,639.27,636.79,642.19,656.93,635.65,631.99
11292,1720944533.365185,640.78,644.21,645.66,634.09,644.26,659.43,643.48,641.57
11293,1720944593.577271,636.52,644.62,644.45,643.72,652.81,658.27,639.64,638.38
11294,1720944653.58681,640.77,632.2,640.02,634.29,642.41,660.28,644.52,642.06
11295,1720944713.604206,639.97,641.07,638.44,632.96,639.28,660.82,643.16,642.93
11296,1720944773.637017,642.09,644.85,648.42,642.64,649.15,663.93,646.18,643.47
11297,1720944803.643864,628.35,633.49,638.8,634.51,639.22,648.91,635.51,629.8
11298,1720944863.997879,631.53,630.51,635.46,632.75,638.24,655.06,637.53,639.12
11299,1720944924.031616,639.0,637.52,642.69,643.46,651.8,664.2,643.9,643.86
11300,1720944984.052515,645.13,644.51,647.4,645.4,648.57,667.16,648.0,640.84
11301,1720945044.074596,638.23,635.88,644.38,633.87,640.13,655.49,644.11,638.49
11302,1720945104.288639,639.18,647.58,648.31,637.94,642.09,658.95,644.51,636.97
11303,1720945134.290496,216.0,211.78,217.43,208.18,212.69,225.83,214.0,210.42
11304,1720945164.29252,119.31,119.36,118.67,116.09,117.14,127.44,116.96,116.97
11305,1720945194.294286,137.97,138.79,137.36,135.36,136.74,145.46,137.69,137.16
11306,1720945254.298239,170.36,170.96,173.08,169.27,171.63,181.1,176.07,174.05
11307,1720945284.706392,474.67,473.66,454.07,471.54,474.83,488.7,466.52,467.15
11308,1720945344.742347,632.65,641.93,637.68,632.67,643.35,651.4,644.7,630.98
11309,1720945404.750923,635.85,647.15,637.48,634.7,643.88,651.54,637.16,633.75
11310,1720945464.759366,636.9,636.17,631.94,634.79,638.08,653.36,638.4,634.04
11311,1720945524.834409,639.29,642.98,648.48,640.97,640.28,658.77,649.34,644.84
11312,1720945584.841797,637.37,641.44,647.02,633.96,640.55,659.64,650.71,639.66
11313,1720945644.850386,640.94,636.06,641.64,633.55,642.7,657.18,651.02,637.2
11314,1720945704.858818,639.87,639.13,640.36,632.58,644.49,663.05,646.64,639.77
11315,1720945765.413274,641.56,637.7,644.99,640.54,646.08,663.88,646.23,638.39
11316,1720945825.419123,628.77,634.36,635.92,634.94,638.15,647.39,632.11,627.16
11317,1720945885.459588,634.35,627.39,644.39,634.56,637.24,656.92,639.58,632.92
11318,1720945915.487955,634.92,640.88,646.8,641.78,644.08,661.45,642.65,642.39
11319,1720945975.749704,648.2,639.08,646.69,643.25,641.83,661.83,642.89,643.64
11320,1720946035.77028,643.49,636.93,640.28,643.2,646.52,661.91,634.9,636.78
11321,1720946095.773635,633.64,639.9,640.73,635.77,636.89,651.42,631.41,628.99
11322,1720946155.804985,634.8,638.95,644.17,635.14,640.47,656.07,649.93,637.03
11323,1720946215.808139,635.81,635.17,647.12,635.29,640.25,656.64,646.12,637.7
11324,1720946276.077505,639.75,641.54,643.94,641.12,643.84,658.23,641.58,636.84
11325,1720946306.084448,631.85,638.23,644.76,637.63,637.47,653.35,638.75,630.53
11326,1720946366.091866,640.91,643.13,632.0,645.44,650.98,669.56,638.8,645.82
11327,1720946426.096817,633.02,640.78,642.97,640.61,639.53,658.06,644.94,640.5
11328,1720946486.298605,637.78,642.58,644.61,642.62,640.14,654.18,642.41,634.02
11329,1720946546.312059,637.15,639.89,638.71,642.78,642.68,660.46,645.06,644.87
11330,1720946606.368403,632.79,638.54,643.21,634.92,637.0,656.44,638.86,634.67
11331,1720946636.372819,631.57,642.15,635.06,636.92,640.03,656.96,647.95,639.29
11332,1720946696.458287,635.1,642.21,649.36,634.14,642.24,652.65,642.19,638.21
11333,1720946756.465111,641.11,642.25,641.66,644.45,644.76,659.85,643.17,638.12
11334,1720946816.473465,629.46,643.84,637.02,637.82,638.55,652.06,645.02,634.6
11335,1720946876.547249,635.64,641.99,645.31,633.95,642.82,658.43,647.79,639.73
11336,1720946906.561303,634.41,646.02,643.1,639.83,643.36,652.87,642.62,634.85
11337,1720946966.574653,638.16,639.12,642.88,634.27,642.7,656.24,645.91,641.51
11338,1720947026.654025,632.94,640.9,645.14,636.83,639.97,653.02,643.86,634.68
11339,1720947086.65773,634.96,637.84,640.84,637.95,641.68,657.3,642.91,637.98
11340,1720947146.669413,631.71,640.07,642.63,637.65,642.28,652.05,641.34,640.18
11341,1720947206.692702,633.08,638.0,644.36,643.05,642.44,652.61,640.59,627.85
11342,1720947266.711221,636.17,638.06,646.53,641.85,648.53,660.03,646.32,637.0
11343,1720947296.718411,637.33,637.3,640.15,650.68,647.44,658.69,642.02,633.17
11344,1720947356.728343,636.04,638.06,640.75,646.26,640.47,659.76,647.45,641.64
11345,1720947417.129526,632.16,634.99,639.31,642.78,651.47,659.31,646.71,639.09
11346,1720947477.271412,635.08,637.2,644.03,642.48,642.49,659.23,641.37,640.58
11347,1720947537.281242,632.77,636.78,638.91,637.16,643.7,655.49,639.99,632.72
11348,1720947597.291193,633.7,640.88,651.01,640.59,649.46,656.6,638.53,635.92
11349,1720947657.307254,637.34,638.37,637.27,643.59,648.08,663.69,634.48,636.03
11350,1720947687.332703,639.08,631.56,641.66,636.77,642.08,655.6,644.78,636.36
11351,1720947747.33831,628.64,634.58,641.51,634.01,642.27,652.05,641.66,631.9
11352,1720947807.359075,634.2,637.66,636.41,640.34,642.6,654.23,636.94,637.61
11353,1720947867.376103,632.64,635.42,643.97,633.06,643.58,650.47,638.95,633.18
11354,1720947927.39292,639.11,641.05,643.3,643.36,648.03,662.88,642.37,642.24
11355,1720947987.398419,640.85,637.44,640.69,642.53,649.72,660.41,646.7,641.66
11356,1720948017.405257,632.67,633.04,637.36,636.57,642.21,657.94,644.1,638.72
11357,1720948077.421499,633.83,636.3,642.77,641.38,646.85,658.65,642.9,639.02
11358,1720948137.991842,641.22,641.12,644.54,643.76,650.08,663.8,647.42,635.77
11359,1720948198.041325,639.12,639.26,640.15,640.77,650.25,660.44,640.32,642.44
11360,1720948258.049409,638.92,641.45,639.39,646.05,641.59,655.98,640.3,635.49
11361,1720948318.253856,634.84,637.43,644.38,642.17,642.45,655.4,645.94,641.81
11362,1720948378.268445,639.57,640.89,640.08,649.74,646.04,663.32,649.36,642.65
11363,1720948408.269171,632.35,633.83,637.59,639.0,643.46,654.62,637.2,629.07
11364,1720948468.406709,643.91,643.64,646.9,644.63,650.9,665.88,647.46,639.66
11365,1720948528.415094,646.46,642.15,643.72,645.03,652.52,668.8,648.53,645.16
11366,1720948588.562443,644.07,645.97,637.86,644.28,648.89,661.23,643.93,641.96
11367,1720948648.567417,635.27,635.79,644.76,637.28,649.01,657.52,641.81,642.37
11368,1720948708.612612,630.12,631.11,638.99,640.68,641.06,656.43,640.51,639.14
11369,1720948768.641446,635.89,637.17,641.36,638.4,645.47,660.68,640.45,640.0
11370,1720948828.759604,637.41,642.1,638.87,643.91,647.44,661.76,642.1,639.84
11371,1720948888.775777,631.19,627.58,638.79,638.25,635.41,653.83,640.19,632.01
11372,1720948918.978697,632.9,636.86,640.07,636.41,642.47,657.21,648.44,641.65
11373,1720948979.008795,639.59,637.09,649.16,640.15,647.43,660.39,642.7,632.57
