,timestamp,GPU 0,GPU 1,GPU 2,GPU 3,GPU 4,GPU 5,GPU 6,GPU 7
17772,1719488840.540787,590.19,585.54,581.55,585.21,576.85,583.89,583.08,578.77
17773,1719488870.542282,582.72,578.35,567.11,583.35,580.31,575.04,565.36,587.36
17774,1719488900.543887,584.51,602.89,599.44,582.09,580.25,598.69,591.04,586.78
17775,1719488930.545414,599.81,602.15,600.02,596.19,590.85,594.24,591.82,597.26
17776,1719488960.547043,597.24,581.26,579.48,575.87,587.7,575.04,583.37,575.79
17777,1719488990.548549,607.68,596.25,595.28,585.98,588.53,587.39,590.02,587.23
17778,1719489020.550037,588.98,585.51,581.29,574.26,584.21,571.18,575.87,581.0
17779,1719489050.551629,594.84,605.91,596.2,591.63,589.7,592.55,590.04,591.21
17780,1719489080.553231,245.03,254.04,252.35,240.52,242.54,245.89,249.68,242.69
17781,1719489110.554781,137.97,144.48,143.05,138.05,138.73,136.56,141.87,136.69
17782,1719489140.556274,178.77,197.35,180.98,180.39,181.99,181.42,179.67,187.15
17783,1719489170.557747,325.36,321.12,320.11,323.43,321.07,310.02,328.09,326.5
17784,1719489200.559216,581.15,592.92,587.28,578.59,584.17,584.67,586.79,574.27
17785,1719489230.560707,581.86,584.79,578.66,584.98,575.84,574.22,563.69,584.08
17786,1719489260.562201,591.93,581.09,592.26,578.0,585.62,582.36,590.82,577.7
17787,1719489290.563712,590.97,586.99,578.69,583.65,590.34,579.58,573.03,591.39
17788,1719489320.565159,584.28,583.6,581.45,575.51,574.92,576.95,580.33,573.85
17789,1719489350.566593,583.64,594.09,582.15,571.06,575.44,584.2,578.72,578.0
17790,1719489380.56802,583.4,587.99,581.54,588.79,577.32,576.6,578.91,579.43
17791,1719489410.569471,597.98,586.14,582.18,571.42,599.74,584.32,589.35,585.65
17792,1719489440.575982,602.13,592.99,593.23,575.41,592.36,585.9,589.05,571.0
17793,1719489470.577472,595.46,584.18,580.03,575.4,582.71,580.31,572.94,581.38
17794,1719489500.578946,576.48,584.58,566.94,579.17,570.06,573.43,568.6,578.04
17795,1719489560.581594,592.48,601.91,591.52,587.11,588.18,585.77,590.67,587.57
17796,1719489590.583041,590.36,574.6,577.43,579.31,581.59,561.35,577.87,579.87
17797,1719489620.584533,592.65,597.61,588.12,578.24,580.1,587.82,578.16,576.17
17798,1719489650.586004,595.25,589.94,583.43,591.39,590.62,582.15,590.28,591.46
17799,1719489680.587463,592.92,588.04,577.82,581.46,588.95,589.15,574.16,584.51
17800,1719489710.588928,595.44,580.07,576.08,574.82,584.59,569.33,578.51,579.06
17801,1719489740.590365,595.59,582.08,593.74,565.23,600.92,579.17,590.37,571.87
