run,timestamp,GPU 0,GPU 1,GPU 2,GPU 3,GPU 4,GPU 5,GPU 6,GPU 7
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765446525.8131838,377.11,415.768,437.334,410.444,440.242,488.151,512.644,467.023
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765446870.8131666,422.33,483.123,546.732,597.157,445.41,504.843,531.106,570.86
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765447410.8135169,420.023,471.595,553.313,593.886,601.931,506.432,448.371,488.267
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765447725.8129928,446.292,448.054,450.639,457.73,442.87,471.597,520.835,438.128
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765447815.813444,430.081,486.959,461.962,524.37,561.985,648.097,564.169,429.565
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765448265.8133748,139.337,133.624,148.909,139.301,140.004,138.889,136.86,131.507
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765448325.8132699,377.698,422.118,501.917,525.681,579.477,630.111,655.724,621.552
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765448445.8131778,406.478,462.138,544.136,472.621,451.943,504.581,553.604,570.715
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765448925.8130667,384.412,416.047,482.393,494.656,528.02,549.938,303.774,417.772
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765449105.81327,479.16,488.955,511.815,495.703,510.675,455.912,469.51,483.332
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765449285.8128932,443.599,514.184,593.698,648.747,593.382,482.683,526.945,596.966
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765449390.8133893,464.83,475.151,485.381,494.162,502.917,514.207,454.156,475.24
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765449480.812905,410.966,468.924,544.734,582.939,615.965,510.255,451.043,490.89
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765449570.8131413,350.808,390.951,462.528,382.831,386.87,458.366,462.01,479.455
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765449600.8131547,409.158,459.633,536.296,507.152,425.699,491.425,525.468,556.874
llamalike_140B_no_gqa_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-a3e3f45c,1765449690.8170297,134.103,130.817,142.491,132.13,132.906,130.968,131.142,126.353
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756490403.387764,111.709,110.163,112.248,109.562,109.824,109.648,107.099,109.304
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756490883.3876433,482.197,469.831,498.145,480.918,502.42,520.548,489.501,503.838
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756490958.3875594,488.108,508.916,550.938,474.212,531.749,531.699,558.937,561.573
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756491063.387421,508.301,536.419,524.636,531.368,536.678,514.568,545.651,508.457
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756491168.3878179,478.443,489.148,494.932,481.629,518.827,521.539,539.706,540.864
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756491183.3871956,510.914,524.503,543.735,534.094,548.78,526.98,548.449,520.157
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756491528.3866458,474.305,494.869,538.17,536.104,554.819,446.168,484.61,512.628
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756491693.3874295,486.677,502.897,505.128,503.302,541.19,533.741,523.79,484.623
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756492113.3875864,446.396,448.779,509.696,499.704,541.3,537.439,563.428,561.111
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756492218.3874464,471.359,470.062,525.053,537.705,554.648,544.788,440.007,462.646
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756492263.3868613,523.725,519.826,529.248,500.841,525.237,500.45,517.732,505.811
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756492458.3876386,461.232,484.842,532.738,535.844,579.382,568.717,452.543,481.536
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756492593.3875053,510.253,498.575,514.009,497.594,512.118,491.849,500.266,505.197
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756492878.3871772,483.842,493.696,506.036,502.176,543.705,531.958,505.452,479.011
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756492893.387227,475.474,498.707,494.134,489.619,544.633,523.163,555.296,486.789
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756492953.3874445,478.884,495.415,515.898,481.742,522.312,520.777,544.71,462.797
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756493178.3877487,472.488,473.704,508.049,499.984,542.54,538.161,466.021,486.338
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756493373.3868742,132.316,120.371,137.286,121.102,129.252,121.572,121.635,118.368
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756493778.3866646,487.132,496.495,540.102,533.746,478.701,506.246,526.178,516.057
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756494078.387194,213.76,191.422,201.64,205.837,188.837,200.306,181.5,194.978
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756494183.3871462,458.213,446.314,497.464,491.187,539.068,531.67,558.394,563.579
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756494378.3872352,485.713,476.079,534.528,514.676,579.137,560.694,549.428,482.235
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756494663.3865824,513.301,478.259,503.405,505.037,509.232,484.975,504.901,480.613
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756494993.3874135,508.248,495.846,501.668,493.869,524.331,498.574,494.147,529.336
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756495008.3875806,485.833,508.303,546.112,555.313,592.064,517.432,490.395,518.283
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756495128.3872209,275.489,263.362,283.141,263.825,264.375,272.844,259.037,271.463
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756495173.3873332,476.312,499.218,550.446,551.81,589.104,591.084,463.549,502.888
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756495203.387716,500.751,504.055,517.996,494.024,520.416,507.582,498.362,504.092
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756495278.3870227,472.678,486.342,518.937,463.312,506.26,513.11,526.274,517.886
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756495383.3873348,482.17,494.822,550.94,551.03,577.881,482.297,513.798,546.176
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756495533.387185,477.329,493.316,546.504,525.862,500.364,493.067,524.427,535.148
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756495638.3868387,521.562,488.466,522.506,498.465,529.788,518.448,509.663,515.026
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756495668.3865743,473.668,461.442,503.591,496.282,556.579,553.045,586.009,604.748
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756496118.3872867,478.118,496.103,509.453,484.492,529.677,531.046,551.277,560.824
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756496313.3874424,462.053,487.493,532.092,529.643,519.351,506.596,499.309,481.753
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756496448.3872535,441.866,459.819,506.821,512.008,543.495,502.052,486.481,494.163
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756496943.3872318,472.915,508.542,536.749,477.383,531.174,519.426,546.704,562.248
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756496973.3870332,472.871,488.361,532.491,541.93,582.763,496.343,480.755,518.499
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497273.386875,500.465,472.717,487.041,483.066,496.489,480.458,491.559,482.988
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497318.387244,509.343,514.515,558.056,498.902,521.805,516.219,533.664,512.131
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497378.3869934,500.408,482.174,531.571,526.052,576.449,552.819,498.142,533.117
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497393.3877747,479.301,493.022,539.343,524.662,525.387,488.114,510.279,541.327
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497438.3876486,501.395,509.35,569.052,512.367,539.162,532.823,562.831,588.969
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497468.387023,495.542,520.599,562.841,568.192,551.238,495.605,525.058,549.821
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497513.3876128,405.795,428.634,476.583,470.509,439.408,403.25,430.09,451.434
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497708.387309,462.436,482.976,526.265,520.467,570.682,561.463,585.599,595.602
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497753.3874798,440.612,434.632,493.336,485.923,580.514,518.113,494.65,427.179
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497798.386922,135.881,124.379,146.091,123.841,133.715,125.034,126.344,122.349
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497858.3871257,127.434,120.965,134.258,121.184,127.257,121.597,121.395,119.587
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756497903.3872259,470.963,478.369,493.46,487.504,497.059,464.257,479.199,486.845
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756498053.3871303,483.996,511.577,554.889,470.486,526.888,533.869,548.93,558.575
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756498278.3874242,460.783,468.763,511.178,477.779,526.596,519.039,540.319,476.596
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756498338.3871949,471.397,492.699,534.908,536.82,570.486,560.839,433.777,484.853
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756498518.3871756,475.054,491.013,509.742,483.792,527.438,528.196,536.803,485.575
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756498698.3869033,162.139,149.799,170.861,148.868,158.472,151.04,150.78,148.312
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756498788.3872347,470.067,491.688,515.908,516.998,503.886,489.704,520.392,538.657
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756499133.3866472,142.768,129.922,150.062,130.298,139.024,129.797,131.144,126.754
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756499193.3869846,473.46,483.448,522.72,532.044,583.022,578.218,583.938,498.558
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756499298.3869073,515.226,508.09,515.35,514.671,516.205,504.611,507.792,506.274
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756499598.3873668,459.48,462.205,476.616,477.019,519.576,518.619,536.831,509.183
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756499628.3872223,476.387,458.61,503.939,507.174,552.715,550.497,568.724,483.219
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756499658.3872955,517.437,530.148,548.896,475.282,541.104,482.073,507.143,501.373
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756499808.3875918,466.115,482.111,509.328,470.566,512.583,507.279,520.588,521.396
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756500453.3869162,317.07,323.634,355.036,332.456,379.267,302.994,304.285,326.496
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756500678.3867338,466.491,485.848,522.959,523.214,565.963,449.29,499.971,521.51
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756500753.3875256,132.18,120.258,138.145,120.882,128.633,121.304,121.334,118.18
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756500813.3864846,122.825,118.29,129.375,119.17,124.73,119.606,118.869,117.703
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756501143.3872325,499.441,501.694,532.777,531.922,552.403,539.559,485.96,505.001
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756501323.3874745,482.215,493.726,538.586,483.181,520.379,507.157,524.521,511.193
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756501758.3874168,473.566,497.639,552.927,519.27,515.896,509.274,529.054,523.634
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756501833.3871143,452.892,447.058,456.311,447.53,481.803,455.411,456.179,484.124
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756501908.3872511,494.636,500.18,524.331,514.368,528.717,482.902,500.647,512.033
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756501923.3870518,482.163,494.169,528.462,487.862,515.699,513.733,517.677,484.839
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756501998.387127,491.99,497.294,518.903,491.093,548.311,550.126,545.99,476.167
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756502088.3874657,513.459,552.815,546.348,544.716,560.876,534.959,548.342,530.56
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756502148.386654,499.136,492.824,515.111,508.002,520.747,495.217,509.799,492.614
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756502313.386949,456.539,475.744,468.081,489.744,520.083,492.861,515.214,469.702
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756502478.387907,500.96,524.151,549.959,564.872,564.991,489.995,528.729,555.545
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756502493.3866153,486.929,502.642,552.707,511.849,513.773,515.612,532.623,552.782
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756502598.3870194,139.346,133.884,149.636,126.058,135.773,127.128,137.821,128.896
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756502688.38671,477.768,497.437,515.791,480.406,526.129,531.488,556.329,552.744
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756503393.3870444,463.45,476.157,525.334,518.256,564.219,552.895,559.65,563.838
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756503558.3874242,477.216,498.996,537.211,545.515,598.146,590.237,575.076,461.11
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756503663.38687,192.123,182.196,187.097,162.313,186.273,159.165,169.174,152.85
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756504038.3872516,480.083,479.812,502.036,499.543,539.958,532.073,514.173,477.919
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756504323.3867214,475.016,486.752,536.723,528.935,499.275,496.961,518.784,515.618
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756504413.3868728,491.445,481.863,498.457,498.559,574.222,484.757,475.884,498.005
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756504473.3870919,490.37,472.753,485.743,480.185,532.86,503.872,471.657,471.048
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756504548.3873518,492.415,498.212,541.602,521.66,512.586,504.034,492.389,511.553
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756504698.386807,496.67,529.951,564.324,564.813,486.03,527.411,541.569,572.348
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756504788.3870914,481.227,475.834,525.143,503.531,565.702,498.519,514.303,519.594
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756504803.386777,457.14,463.874,495.884,503.714,537.139,446.48,496.382,524.07
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756505418.3870778,518.404,498.303,538.807,519.15,528.08,509.136,516.64,524.85
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756505523.3876593,514.954,497.284,519.913,503.927,526.89,500.026,505.966,499.76
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756505583.3875616,484.31,494.501,501.134,505.66,557.375,552.58,573.448,476.175
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756505658.3871093,356.71,358.879,404.767,383.251,384.318,345.991,388.042,379.99
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756505793.3876553,500.385,526.497,566.381,572.889,565.785,511.628,538.493,570.161
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756505928.3865647,270.132,267.309,283.528,257.159,233.083,235.929,263.648,225.396
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756505973.3873446,463.673,481.511,491.223,476.97,513.13,507.79,528.117,506.358
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756506108.3873374,480.695,501.991,507.565,489.331,534.583,493.593,523.595,558.23
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756506498.387325,496.133,523.76,529.409,504.754,553.235,551.52,582.684,479.451
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756506513.387309,480.018,504.796,489.285,500.032,549.728,548.885,564.205,589.13
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756506633.3867207,478.777,475.08,511.221,520.706,571.679,571.044,497.973,496.038
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756506693.387192,488.574,497.962,498.537,493.857,521.314,525.354,513.519,482.346
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756506843.3875995,518.846,526.283,510.268,486.16,506.196,489.155,479.85,541.501
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756506888.3873124,483.223,488.586,546.142,474.437,511.818,518.214,534.244,540.824
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507008.3870804,487.573,476.451,508.135,499.79,511.139,507.715,483.506,482.864
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507053.387175,505.353,528.653,577.142,491.492,550.304,555.01,514.556,518.321
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507098.3872757,500.017,519.09,515.77,497.795,527.326,513.907,495.406,507.557
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507263.3874815,510.936,509.631,534.655,510.125,541.656,508.971,514.235,530.105
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507278.3874314,465.451,465.207,479.997,478.478,514.233,517.901,531.214,506.335
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507443.386694,469.944,498.364,499.447,488.545,524.358,535.241,551.758,497.789
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507458.3874025,493.065,482.507,505.518,500.826,519.831,479.91,469.805,473.755
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507503.3864799,530.964,548.241,542.205,555.168,575.112,529.789,558.476,520.63
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507518.3870952,484.526,504.746,546.3,471.823,528.333,519.542,550.599,567.844
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507638.3876672,144.417,132.518,153.298,131.043,141.023,131.893,133.234,128.852
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507728.3873432,493.833,473.341,513.358,530.357,517.727,479.901,490.167,494.05
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507743.3869665,478.683,482.234,501.905,489.914,540.382,475.127,480.714,500.348
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507788.3876317,475.285,472.932,508.498,511.729,531.144,523.545,529.28,477.422
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507818.3871813,457.822,483.788,517.823,478.174,526.663,523.151,512.836,500.637
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756507833.3872995,470.759,523.052,564.492,494.611,522.087,508.979,543.934,561.486
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756508013.387106,492.234,502.018,562.364,486.387,529.45,526.834,561.187,543.982
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756508058.3870604,478.224,465.111,493.59,475.237,501.429,521.22,508.367,492.239
olmo25_float8_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-17f536f3,1756508298.38741,477.78,497.858,541.938,538.647,576.76,539.537,462.242,497.692
