run,timestamp,GPU 0,GPU 1,GPU 2,GPU 3,GPU 4,GPU 5,GPU 6,GPU 7
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764110044.666878,443.975,450.839,443.956,452.392,449.609,520.101,532.301,505.177
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764110194.666123,303.991,297.198,322.229,319.474,295.189,284.536,291.56,304.771
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764110359.665948,513.735,557.784,541.964,532.084,562.086,527.793,561.034,555.344
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764110719.6665864,514.42,503.753,538.771,521.251,517.105,540.331,535.875,511.407
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764110794.6659286,472.896,500.839,493.306,488.095,490.701,500.672,496.141,455.92
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764110854.6663225,544.135,534.703,552.963,541.193,522.227,534.252,548.818,534.656
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764111379.6661327,474.302,512.725,536.438,517.066,494.715,533.406,560.697,517.377
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764112174.6659796,487.184,502.517,535.805,527.283,542.146,520.36,517.99,504.791
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764112204.6665123,460.874,469.424,497.408,511.156,541.2,571.25,582.481,440.712
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764112414.6659815,472.8,500.741,532.617,492.976,490.429,534.018,542.085,509.729
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764112519.6660283,494.512,533.193,534.634,527.523,505.261,510.771,505.427,522.43
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764112774.6662087,476.009,477.512,510.047,518.897,540.658,537.084,475.482,487.333
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764112954.6688771,131.64,127.438,135.432,129.623,132.22,136.671,142.132,121.863
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764113089.6660843,487.125,517.32,537.183,552.361,514.872,517.964,545.651,521.966
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764113359.665865,518.012,539.335,545.651,521.908,512.442,548.965,573.333,510.449
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764113554.6662078,463.679,493.745,518.503,496.542,502.219,538.988,562.835,495.608
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764113569.6662405,488.217,510.951,551.706,538.78,508.057,511.661,543.018,512.597
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764113719.6659951,492.839,488.404,516.105,500.808,488.675,486.609,501.802,470.873
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764113749.6658478,508.662,536.024,537.631,524.855,537.137,551.34,539.517,512.539
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764113899.666369,479.609,503.638,536.754,544.981,464.786,521.136,537.315,527.635
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764114214.6658754,272.225,276.174,279.415,278.776,281.36,292.789,313.109,269.11
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764114379.6664886,480.287,484.644,513.228,516.012,538.322,558.392,514.206,494.494
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764114589.6662781,419.832,448.715,426.122,426.713,441.661,447.355,429.637,423.862
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764114664.6663685,465.616,498.66,528.435,540.166,556.762,586.91,545.957,458.036
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764114724.6669033,472.526,513.067,550.799,554.751,571.687,507.883,527.909,514.538
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764114874.6657987,434.931,467.782,491.708,511.467,453.21,468.586,491.511,487.385
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764114889.666625,231.403,243.751,253.174,241.148,255.235,263.084,236.345,234.464
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764115054.6661685,480.261,507.495,490.786,513.694,508.368,521.569,520.052,477.386
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764115144.6663554,508.569,532.597,559.676,532.452,509.157,544.878,571.658,511.213
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764115249.6662145,455.606,476.663,511.686,520.352,544.422,577.39,588.164,421.715
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764115414.666808,503.5,495.934,511.432,499.143,504.015,516.096,518.614,488.647
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764115834.6659005,489.997,483.069,516.352,528.556,497.901,497.182,496.165,462.265
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764115999.66618,241.771,243.833,248.094,250.328,254.107,276.786,274.466,255.764
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764116014.6662657,412.884,471.03,424.099,448.634,436.948,443.214,436.193,399.906
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764116344.6663299,509.961,517.999,519.357,507.811,510.801,519.309,528.907,495.621
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764116479.6665227,486.622,486.506,495.076,475.761,493.999,510.747,515.722,459.193
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764116599.6658819,511.579,519.419,521.431,533.616,500.989,560.363,557.325,533.488
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764116809.666371,533.462,518.209,541.856,530.714,525.141,553.963,544.97,507.361
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764117184.6660616,491.043,508.913,515.848,484.396,490.678,515.209,512.091,466.093
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764117709.66619,139.304,135.978,147.197,139.099,141.765,147.488,153.334,131.789
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764118039.6665275,301.178,326.882,320.069,322.322,338.393,339.724,335.508,301.117
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764118309.6667173,160.158,159.113,169.046,158.374,165.646,173.023,173.121,150.905
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764118414.666718,486.339,486.394,529.423,540.356,566.27,557.119,512.649,504.144
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764118519.6663568,484.054,518.164,546.27,558.89,520.164,518.278,547.087,526.66
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764118639.6666386,439.786,471.697,479.558,494.614,508.277,539.407,453.466,454.494
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764118759.6662028,447.476,454.229,485.095,474.147,493.309,520.445,526.597,471.087
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764118774.6666567,498.596,525.812,562.79,557.449,498.572,542.61,581.392,543.333
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764118834.665885,456.46,486.58,524.508,534.257,565.39,596.054,609.647,431.792
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764119329.6666534,456.937,491.426,521.003,526.372,535.178,581.377,581.42,438.582
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764120259.6664987,488.27,515.075,537.489,552.376,521.467,511.745,549.497,526.092
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764120304.6659617,494.81,505.517,527.688,515.96,504.604,518.124,528.938,494.482
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764120439.6664302,463.632,507.791,540.782,561.338,565.016,538.039,501.2,502.069
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764120559.6668324,498.087,487.788,505.113,532.371,517.65,495.24,510.22,474.922
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764120634.6664653,454.524,499.051,486.074,515.258,537.533,516.518,497.212,459.706
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764120859.6660578,505.773,509.321,532.494,536.997,501.645,536.144,523.74,502.583
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121024.6662307,497.599,503.511,528.418,502.903,503.915,510.181,520.866,483.293
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121069.6666517,466.431,489.112,530.59,528.603,521.369,493.956,512.591,506.874
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121084.6664531,357.874,359.13,402.427,403.17,389.334,380.537,405.722,361.35
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121249.6659403,477.525,503.945,479.435,501.847,527.391,563.295,591.499,543.834
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121264.6660259,457.425,475.974,501.771,516.433,531.018,565.535,496.328,479.642
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121339.6666224,386.586,415.298,416.363,421.776,377.149,421.918,425.593,437.333
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121354.6660328,483.105,510.514,505.957,501.152,519.22,562.265,587.372,557.491
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121369.6661317,237.502,243.304,263.17,246.797,249.768,241.59,236.958,220.452
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121534.6666732,477.878,451.359,483.6,507.194,538.293,574.786,598.625,546.3
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121564.6662517,514.133,525.504,522.426,532.901,504.987,546.955,551.763,496.686
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121774.6662788,522.592,557.713,519.553,529.424,519.314,575.16,532.314,506.809
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121924.6667376,478.145,500.538,532.131,553.044,566.928,531.097,532.592,521.489
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764121969.6664367,481.722,519.364,549.797,496.955,525.407,566.49,587.861,507.18
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764122014.6660905,410.779,436.37,401.489,399.342,391.562,392.705,416.55,390.331
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764122149.6659048,517.226,517.907,526.646,524.833,509.098,543.047,541.512,499.004
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764122434.6659594,488.403,472.148,509.49,505.075,547.177,589.132,582.153,449.7
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764122599.6660192,475.544,495.138,529.391,531.72,502.394,532.466,519.998,509.314
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764122704.6665816,489.836,492.355,537.101,530.782,520.158,551.868,532.165,529.564
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764122764.6664777,469.555,507.867,543.51,537.783,460.938,519.348,521.838,506.916
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764122779.6659951,285.753,371.712,364.982,371.104,382.257,406.114,416.953,355.647
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764122869.6662836,141.828,137.979,148.277,139.113,143.143,149.336,153.843,132.615
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764122899.6658776,151.835,154.344,166.131,147.034,157.829,152.469,152.556,139.864
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764122914.666277,480.151,511.009,544.515,541.477,480.864,508.547,535.497,508.098
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764123079.6662598,482.77,510.413,489.061,504.753,520.013,562.636,581.579,559.989
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764123094.6665494,476.686,504.772,549.362,531.705,485.743,536.532,565.855,487.527
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764123109.666272,488.0,498.092,503.265,528.056,532.187,484.457,539.053,480.826
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764123184.6658747,469.61,477.31,491.694,508.1,533.387,572.841,600.457,579.804
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764123394.6661916,465.165,474.923,481.697,491.339,511.918,553.537,574.042,569.216
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764123664.6667287,193.684,192.303,193.218,192.451,198.275,213.118,198.814,187.08
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764123709.6663334,487.672,500.969,520.473,524.978,499.352,521.037,527.562,500.644
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764123874.666091,470.46,480.308,514.588,517.189,521.074,464.042,494.384,475.267
olmo25_preorder_140B_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-e4a4b4bf,1764124009.6666021,465.228,471.642,494.334,499.71,522.564,556.546,528.29,456.031
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677395.7615166,162.932,156.453,159.414,163.453,162.272,155.826,165.446,163.042
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677455.7621732,217.186,206.483,233.211,206.762,211.771,211.504,232.952,276.627
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677470.761484,120.915,114.411,118.755,118.292,125.062,113.821,123.017,117.179
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677500.761936,118.278,112.909,115.638,116.148,119.68,111.916,119.986,115.319
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677515.7626054,122.332,116.872,114.943,118.545,121.457,114.469,120.398,117.467
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677530.7619262,417.094,424.876,438.818,510.612,571.668,625.791,678.831,625.123
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677560.762394,453.583,526.91,610.459,670.055,664.365,462.356,550.019,637.992
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677605.762308,127.219,118.781,124.61,125.699,132.726,118.678,129.311,122.185
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677620.761579,461.169,521.623,614.754,663.73,511.563,503.95,618.664,663.355
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677680.761712,618.957,611.642,626.729,595.451,617.347,600.861,622.956,647.809
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677710.761925,564.886,557.336,597.998,557.514,603.145,600.413,645.651,632.928
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677725.7620168,450.431,503.894,603.982,504.874,519.391,570.958,666.371,661.081
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677740.7624142,505.881,564.906,650.066,591.064,570.006,620.546,640.663,509.678
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677755.7617116,464.147,503.654,515.57,475.313,583.606,624.111,685.452,646.482
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677785.762306,417.946,465.284,558.224,604.527,676.729,576.133,460.995,504.093
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677800.7618124,135.679,124.258,133.586,130.123,143.509,123.376,134.184,124.493
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677830.7625182,504.967,556.943,627.859,649.244,621.612,527.967,608.33,645.719
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677845.762082,444.762,429.755,525.885,572.443,665.764,671.91,669.765,425.532
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677875.7619169,626.739,625.212,666.674,614.457,653.947,630.857,644.191,652.042
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677890.762542,140.225,130.416,137.236,135.456,149.521,126.845,138.762,127.401
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677905.7621906,417.323,428.008,416.881,467.811,559.348,585.03,661.391,681.753
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677950.761843,146.815,130.088,139.592,142.573,152.112,133.307,141.785,127.804
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677965.7622766,508.199,557.164,640.495,662.997,549.412,472.746,479.283,471.426
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763677980.7625804,373.539,383.754,450.472,502.256,579.11,598.59,671.877,685.188
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678025.7622697,462.561,511.276,618.611,591.381,572.29,529.679,635.234,632.044
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678040.7617505,498.149,552.383,637.703,600.344,506.583,591.241,619.601,610.77
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678055.7624629,547.706,545.251,573.375,551.407,593.132,638.964,560.524,557.446
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678070.7624605,455.027,510.572,609.866,656.147,472.624,511.88,607.994,657.527
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678100.7619102,587.474,589.122,643.502,592.537,621.501,592.716,619.244,582.492
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678160.7618954,428.49,470.846,549.485,608.494,689.349,690.825,510.124,462.056
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678175.7622888,432.239,462.569,488.073,453.869,523.784,561.06,637.359,664.147
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678190.7621186,452.307,435.801,527.255,583.044,678.355,685.634,601.783,481.224
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678205.7613707,439.436,439.886,476.983,536.118,633.421,661.176,687.423,425.571
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678235.76201,492.005,532.479,661.101,496.696,624.955,667.24,576.788,562.01
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678280.7615385,507.85,550.582,666.489,547.553,535.625,489.129,526.32,518.751
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678295.7620306,567.617,583.909,554.433,598.241,638.242,636.827,633.6,554.923
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678310.7619367,618.641,610.426,644.718,620.953,633.915,598.258,624.159,601.688
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678325.762043,491.572,553.983,491.72,551.964,651.503,682.507,593.896,509.474
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678340.7623177,572.867,529.882,571.065,608.185,617.872,539.785,556.33,570.189
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678415.761631,629.203,610.603,610.29,615.412,621.586,598.797,630.646,612.857
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678445.7620885,611.449,643.246,612.622,651.239,649.513,625.213,640.98,618.504
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678460.761853,459.405,512.758,617.011,613.901,478.111,524.212,631.09,670.492
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678520.7622912,407.542,423.472,502.016,531.47,612.756,621.767,667.458,675.172
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678610.762026,472.292,524.043,620.346,581.138,506.123,558.958,651.071,681.524
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678640.7622964,482.951,499.893,518.958,608.127,648.485,589.709,509.347,569.388
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678670.7618375,465.461,448.746,514.981,588.63,622.213,635.297,495.985,502.179
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678685.762527,427.721,433.821,460.871,509.703,591.988,616.762,688.523,690.823
llamalike_140B_qknorm_lc_64k-midtrain_round3_qwenlike_s2pdf_gzip2080_10B-preannealv2-dcc5f6f5,1763678700.7619824,516.202,526.528,439.418,589.313,566.263,487.263,628.719,662.777
